Variable,Employment,Professional - Type of Employment,Measured_Unit,Country,Year,Value,Flag Codes,Flags
Remuneration of specialists,Salaried,specialists - Salaried,"income, PPP for private consumption, in US$",28 - Belgium,2013,133049.18,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, PPP for private consumption, in US$",28 - Belgium,2014,137926.94,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, PPP for private consumption, in US$",28 - Belgium,2015,133197.68,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, PPP for private consumption, in US$",28 - Belgium,2016,136005.28,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, PPP for private consumption, in US$",28 - Belgium,2017,136476.16,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, PPP for private consumption, in US$",28 - Belgium,2018,133693.07,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, PPP for private consumption, in US$",28 - Belgium,2019,139627.82,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, PPP for private consumption, in US$",28 - Belgium,2020,141919.38,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, PPP for private consumption, in US$",28 - Belgium,2021,141489.84,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, US$ exchange rate",28 - Belgium,2010,132062.82,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, US$ exchange rate",28 - Belgium,2011,144154.61,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, US$ exchange rate",28 - Belgium,2012,137361.09,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, US$ exchange rate",28 - Belgium,2013,153950.74,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, US$ exchange rate",28 - Belgium,2014,157563.81,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, US$ exchange rate",28 - Belgium,2015,127884.38,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, US$ exchange rate",28 - Belgium,2016,128568.52,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, US$ exchange rate",28 - Belgium,2017,132151.72,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, US$ exchange rate",28 - Belgium,2018,133599.76,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, US$ exchange rate",28 - Belgium,2019,129582.57,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, US$ exchange rate",28 - Belgium,2020,133325.17,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, US$ exchange rate",28 - Belgium,2021,138560.29,E,Estimated value
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",28 - Belgium,2010,241412.0,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",28 - Belgium,2011,244924.0,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",28 - Belgium,2012,254415.0,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",28 - Belgium,2013,255531.0,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",28 - Belgium,2014,258259.0,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",28 - Belgium,2015,256293.0,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",28 - Belgium,2016,258595.0,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",28 - Belgium,2017,258755.0,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",28 - Belgium,2018,260879.0,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",28 - Belgium,2019,266243.0,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",28 - Belgium,2020,248238.0,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",28 - Belgium,2021,279803.0,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",28 - Belgium,2010,259683.89,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",28 - Belgium,2011,258784.69,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",28 - Belgium,2012,263642.46,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",28 - Belgium,2013,261474.92,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",28 - Belgium,2014,261694.84,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",28 - Belgium,2015,256293.0,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",28 - Belgium,2016,253721.39,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",28 - Belgium,2017,249315.23,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",28 - Belgium,2018,247525.51,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",28 - Belgium,2019,248276.46,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",28 - Belgium,2020,228052.78,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",28 - Belgium,2021,249997.58,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,28 - Belgium,2010,6.16,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,28 - Belgium,2011,6.01,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,28 - Belgium,2012,6.07,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,28 - Belgium,2013,5.98,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,28 - Belgium,2014,5.96,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,28 - Belgium,2015,5.91,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,28 - Belgium,2016,5.86,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,28 - Belgium,2017,5.79,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,28 - Belgium,2018,5.69,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,28 - Belgium,2019,5.67,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,28 - Belgium,2020,5.41,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,28 - Belgium,2021,5.78,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",28 - Belgium,2010,7.24,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",28 - Belgium,2011,7.19,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",28 - Belgium,2012,7.32,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",28 - Belgium,2013,7.26,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",28 - Belgium,2014,7.18,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",28 - Belgium,2015,6.93,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",28 - Belgium,2016,6.81,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",28 - Belgium,2017,6.61,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",28 - Belgium,2018,6.48,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",28 - Belgium,2019,6.39,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",28 - Belgium,2020,6.23,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",28 - Belgium,2021,6.45,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",28 - Belgium,2010,269989.59,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",28 - Belgium,2011,278096.77,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",28 - Belgium,2012,288086.56,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",28 - Belgium,2013,293299.13,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",28 - Belgium,2014,300337.83,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",28 - Belgium,2015,296175.04,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",28 - Belgium,2016,302796.65,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",28 - Belgium,2017,301875.85,D,Difference in methodology
